system:index,count,pixel_id,.geo
+730+588,1,37964380319565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.59999994985162,37.92450187956549],[-121.51999994985162,37.92450187956549],[-121.51999994985162,38.00450187956549],[-121.59999994985162,38.00450187956549],[-121.59999994985162,37.92450187956549]]]}"
+730+589,1,37884380319565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.59999994985162,37.844501879565485],[-121.51999994985162,37.844501879565485],[-121.51999994985162,37.92450187956549],[-121.59999994985162,37.92450187956549],[-121.59999994985162,37.844501879565485]]]}"
+731+571,1,39324380399565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.51999994985162,39.28450187956549],[-121.43999994985163,39.28450187956549],[-121.43999994985163,39.36450187956549],[-121.51999994985162,39.36450187956549],[-121.51999994985162,39.28450187956549]]]}"
+731+572,1,39244380399565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.51999994985162,39.204501879565484],[-121.43999994985163,39.204501879565484],[-121.43999994985163,39.28450187956549],[-121.51999994985162,39.28450187956549],[-121.51999994985162,39.204501879565484]]]}"
+731+573,1,39164380399565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.51999994985162,39.124501879565486],[-121.43999994985163,39.124501879565486],[-121.43999994985163,39.204501879565484],[-121.51999994985162,39.204501879565484],[-121.51999994985162,39.124501879565486]]]}"
+731+574,1,39084380399565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.51999994985162,39.04450187956549],[-121.43999994985163,39.04450187956549],[-121.43999994985163,39.124501879565486],[-121.51999994985162,39.124501879565486],[-121.51999994985162,39.04450187956549]]]}"
+731+575,1,39004380399565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.51999994985162,38.96450187956549],[-121.43999994985163,38.96450187956549],[-121.43999994985163,39.04450187956549],[-121.51999994985162,39.04450187956549],[-121.51999994985162,38.96450187956549]]]}"
+731+576,1,38924380399565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.51999994985162,38.884501879565484],[-121.43999994985163,38.884501879565484],[-121.43999994985163,38.96450187956549],[-121.51999994985162,38.96450187956549],[-121.51999994985162,38.884501879565484]]]}"
+731+577,1,38844380399565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.51999994985162,38.804501879565485],[-121.43999994985163,38.804501879565485],[-121.43999994985163,38.884501879565484],[-121.51999994985162,38.884501879565484],[-121.51999994985162,38.804501879565485]]]}"
+731+578,1,38764380399565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.51999994985162,38.72450187956549],[-121.43999994985163,38.72450187956549],[-121.43999994985163,38.804501879565485],[-121.51999994985162,38.804501879565485],[-121.51999994985162,38.72450187956549]]]}"
+731+579,1,38684380399565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.51999994985162,38.64450187956549],[-121.43999994985163,38.64450187956549],[-121.43999994985163,38.72450187956549],[-121.51999994985162,38.72450187956549],[-121.51999994985162,38.64450187956549]]]}"
+731+580,1,38604380399565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.51999994985162,38.56450187956548],[-121.43999994985163,38.56450187956548],[-121.43999994985163,38.64450187956549],[-121.51999994985162,38.64450187956549],[-121.51999994985162,38.56450187956548]]]}"
+731+581,1,38524380399565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.51999994985162,38.484501879565485],[-121.43999994985163,38.484501879565485],[-121.43999994985163,38.56450187956548],[-121.51999994985162,38.56450187956548],[-121.51999994985162,38.484501879565485]]]}"
+731+582,1,38444380399565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.51999994985162,38.40450187956549],[-121.43999994985163,38.40450187956549],[-121.43999994985163,38.484501879565485],[-121.51999994985162,38.484501879565485],[-121.51999994985162,38.40450187956549]]]}"
+731+583,1,38364380399565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.51999994985162,38.32450187956549],[-121.43999994985163,38.32450187956549],[-121.43999994985163,38.40450187956549],[-121.51999994985162,38.40450187956549],[-121.51999994985162,38.32450187956549]]]}"
+731+584,1,38284380399565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.51999994985162,38.24450187956548],[-121.43999994985163,38.24450187956548],[-121.43999994985163,38.32450187956549],[-121.51999994985162,38.32450187956549],[-121.51999994985162,38.24450187956548]]]}"
+731+585,1,38204380399565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.51999994985162,38.164501879565485],[-121.43999994985163,38.164501879565485],[-121.43999994985163,38.24450187956548],[-121.51999994985162,38.24450187956548],[-121.51999994985162,38.164501879565485]]]}"
+731+586,1,38124380399565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.51999994985162,38.08450187956549],[-121.43999994985163,38.08450187956549],[-121.43999994985163,38.164501879565485],[-121.51999994985162,38.164501879565485],[-121.51999994985162,38.08450187956549]]]}"
+731+587,1,38044380399565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.51999994985162,38.00450187956549],[-121.43999994985163,38.00450187956549],[-121.43999994985163,38.08450187956549],[-121.51999994985162,38.08450187956549],[-121.51999994985162,38.00450187956549]]]}"
+731+588,1,37964380399565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.51999994985162,37.92450187956549],[-121.43999994985163,37.92450187956549],[-121.43999994985163,38.00450187956549],[-121.51999994985162,38.00450187956549],[-121.51999994985162,37.92450187956549]]]}"
+731+589,1,37884380399565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.51999994985162,37.844501879565485],[-121.43999994985163,37.844501879565485],[-121.43999994985163,37.92450187956549],[-121.51999994985162,37.92450187956549],[-121.51999994985162,37.844501879565485]]]}"
+731+590,1,37804380399565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.51999994985162,37.764501879565486],[-121.43999994985163,37.764501879565486],[-121.43999994985163,37.844501879565485],[-121.51999994985162,37.844501879565485],[-121.51999994985162,37.764501879565486]]]}"
+732+572,1,39244380479565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.43999994985163,39.204501879565484],[-121.35999994985163,39.204501879565484],[-121.35999994985163,39.28450187956549],[-121.43999994985163,39.28450187956549],[-121.43999994985163,39.204501879565484]]]}"
+732+573,1,39164380479565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.43999994985163,39.124501879565486],[-121.35999994985163,39.124501879565486],[-121.35999994985163,39.204501879565484],[-121.43999994985163,39.204501879565484],[-121.43999994985163,39.124501879565486]]]}"
+732+574,1,39084380479565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.43999994985163,39.04450187956549],[-121.35999994985163,39.04450187956549],[-121.35999994985163,39.124501879565486],[-121.43999994985163,39.124501879565486],[-121.43999994985163,39.04450187956549]]]}"
+732+575,1,39004380479565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.43999994985163,38.96450187956549],[-121.35999994985163,38.96450187956549],[-121.35999994985163,39.04450187956549],[-121.43999994985163,39.04450187956549],[-121.43999994985163,38.96450187956549]]]}"
+732+576,1,38924380479565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.43999994985163,38.884501879565484],[-121.35999994985163,38.884501879565484],[-121.35999994985163,38.96450187956549],[-121.43999994985163,38.96450187956549],[-121.43999994985163,38.884501879565484]]]}"
+732+577,1,38844380479565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.43999994985163,38.804501879565485],[-121.35999994985163,38.804501879565485],[-121.35999994985163,38.884501879565484],[-121.43999994985163,38.884501879565484],[-121.43999994985163,38.804501879565485]]]}"
+732+578,1,38764380479565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.43999994985163,38.72450187956549],[-121.35999994985163,38.72450187956549],[-121.35999994985163,38.804501879565485],[-121.43999994985163,38.804501879565485],[-121.43999994985163,38.72450187956549]]]}"
+732+579,1,38684380479565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.43999994985163,38.64450187956549],[-121.35999994985163,38.64450187956549],[-121.35999994985163,38.72450187956549],[-121.43999994985163,38.72450187956549],[-121.43999994985163,38.64450187956549]]]}"
+732+580,1,38604380479565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.43999994985163,38.56450187956548],[-121.35999994985163,38.56450187956548],[-121.35999994985163,38.64450187956549],[-121.43999994985163,38.64450187956549],[-121.43999994985163,38.56450187956548]]]}"
+732+581,1,38524380479565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.43999994985163,38.484501879565485],[-121.35999994985163,38.484501879565485],[-121.35999994985163,38.56450187956548],[-121.43999994985163,38.56450187956548],[-121.43999994985163,38.484501879565485]]]}"
+732+582,1,38444380479565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.43999994985163,38.40450187956549],[-121.35999994985163,38.40450187956549],[-121.35999994985163,38.484501879565485],[-121.43999994985163,38.484501879565485],[-121.43999994985163,38.40450187956549]]]}"
+732+583,1,38364380479565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.43999994985163,38.32450187956549],[-121.35999994985163,38.32450187956549],[-121.35999994985163,38.40450187956549],[-121.43999994985163,38.40450187956549],[-121.43999994985163,38.32450187956549]]]}"
+732+584,1,38284380479565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.43999994985163,38.24450187956548],[-121.35999994985163,38.24450187956548],[-121.35999994985163,38.32450187956549],[-121.43999994985163,38.32450187956549],[-121.43999994985163,38.24450187956548]]]}"
+732+585,1,38204380479565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.43999994985163,38.164501879565485],[-121.35999994985163,38.164501879565485],[-121.35999994985163,38.24450187956548],[-121.43999994985163,38.24450187956548],[-121.43999994985163,38.164501879565485]]]}"
+732+586,1,38124380479565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.43999994985163,38.08450187956549],[-121.35999994985163,38.08450187956549],[-121.35999994985163,38.164501879565485],[-121.43999994985163,38.164501879565485],[-121.43999994985163,38.08450187956549]]]}"
+732+587,1,38044380479565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.43999994985163,38.00450187956549],[-121.35999994985163,38.00450187956549],[-121.35999994985163,38.08450187956549],[-121.43999994985163,38.08450187956549],[-121.43999994985163,38.00450187956549]]]}"
+732+588,1,37964380479565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.43999994985163,37.92450187956549],[-121.35999994985163,37.92450187956549],[-121.35999994985163,38.00450187956549],[-121.43999994985163,38.00450187956549],[-121.43999994985163,37.92450187956549]]]}"
+732+589,1,37884380479565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.43999994985163,37.844501879565485],[-121.35999994985163,37.844501879565485],[-121.35999994985163,37.92450187956549],[-121.43999994985163,37.92450187956549],[-121.43999994985163,37.844501879565485]]]}"
+732+590,1,37804380479565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.43999994985163,37.764501879565486],[-121.35999994985163,37.764501879565486],[-121.35999994985163,37.844501879565485],[-121.43999994985163,37.844501879565485],[-121.43999994985163,37.764501879565486]]]}"
+732+591,1,37724380479565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.43999994985163,37.68450187956549],[-121.35999994985163,37.68450187956549],[-121.35999994985163,37.764501879565486],[-121.43999994985163,37.764501879565486],[-121.43999994985163,37.68450187956549]]]}"
+733+577,1,38844380559565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.35999994985163,38.804501879565485],[-121.27999994985163,38.804501879565485],[-121.27999994985163,38.884501879565484],[-121.35999994985163,38.884501879565484],[-121.35999994985163,38.804501879565485]]]}"
+733+578,1,38764380559565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.35999994985163,38.72450187956549],[-121.27999994985163,38.72450187956549],[-121.27999994985163,38.804501879565485],[-121.35999994985163,38.804501879565485],[-121.35999994985163,38.72450187956549]]]}"
+733+579,1,38684380559565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.35999994985163,38.64450187956549],[-121.27999994985163,38.64450187956549],[-121.27999994985163,38.72450187956549],[-121.35999994985163,38.72450187956549],[-121.35999994985163,38.64450187956549]]]}"
+733+580,1,38604380559565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.35999994985163,38.56450187956548],[-121.27999994985163,38.56450187956548],[-121.27999994985163,38.64450187956549],[-121.35999994985163,38.64450187956549],[-121.35999994985163,38.56450187956548]]]}"
+733+581,1,38524380559565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.35999994985163,38.484501879565485],[-121.27999994985163,38.484501879565485],[-121.27999994985163,38.56450187956548],[-121.35999994985163,38.56450187956548],[-121.35999994985163,38.484501879565485]]]}"
+733+582,1,38444380559565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.35999994985163,38.40450187956549],[-121.27999994985163,38.40450187956549],[-121.27999994985163,38.484501879565485],[-121.35999994985163,38.484501879565485],[-121.35999994985163,38.40450187956549]]]}"
+733+583,1,38364380559565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.35999994985163,38.32450187956549],[-121.27999994985163,38.32450187956549],[-121.27999994985163,38.40450187956549],[-121.35999994985163,38.40450187956549],[-121.35999994985163,38.32450187956549]]]}"
+733+584,1,38284380559565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.35999994985163,38.24450187956548],[-121.27999994985163,38.24450187956548],[-121.27999994985163,38.32450187956549],[-121.35999994985163,38.32450187956549],[-121.35999994985163,38.24450187956548]]]}"
+733+585,1,38204380559565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.35999994985163,38.164501879565485],[-121.27999994985163,38.164501879565485],[-121.27999994985163,38.24450187956548],[-121.35999994985163,38.24450187956548],[-121.35999994985163,38.164501879565485]]]}"
+733+586,1,38124380559565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.35999994985163,38.08450187956549],[-121.27999994985163,38.08450187956549],[-121.27999994985163,38.164501879565485],[-121.35999994985163,38.164501879565485],[-121.35999994985163,38.08450187956549]]]}"
+733+587,1,38044380559565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.35999994985163,38.00450187956549],[-121.27999994985163,38.00450187956549],[-121.27999994985163,38.08450187956549],[-121.35999994985163,38.08450187956549],[-121.35999994985163,38.00450187956549]]]}"
+733+588,1,37964380559565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.35999994985163,37.92450187956549],[-121.27999994985163,37.92450187956549],[-121.27999994985163,38.00450187956549],[-121.35999994985163,38.00450187956549],[-121.35999994985163,37.92450187956549]]]}"
+733+589,1,37884380559565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.35999994985163,37.844501879565485],[-121.27999994985163,37.844501879565485],[-121.27999994985163,37.92450187956549],[-121.35999994985163,37.92450187956549],[-121.35999994985163,37.844501879565485]]]}"
+733+590,1,37804380559565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.35999994985163,37.764501879565486],[-121.27999994985163,37.764501879565486],[-121.27999994985163,37.844501879565485],[-121.35999994985163,37.844501879565485],[-121.35999994985163,37.764501879565486]]]}"
+733+591,1,37724380559565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.35999994985163,37.68450187956549],[-121.27999994985163,37.68450187956549],[-121.27999994985163,37.764501879565486],[-121.35999994985163,37.764501879565486],[-121.35999994985163,37.68450187956549]]]}"
+733+592,1,37644380559565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.35999994985163,37.60450187956549],[-121.27999994985163,37.60450187956549],[-121.27999994985163,37.68450187956549],[-121.35999994985163,37.68450187956549],[-121.35999994985163,37.60450187956549]]]}"
+734+583,1,38364380639565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.27999994985163,38.32450187956549],[-121.19999994985162,38.32450187956549],[-121.19999994985162,38.40450187956549],[-121.27999994985163,38.40450187956549],[-121.27999994985163,38.32450187956549]]]}"
+734+584,1,38284380639565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.27999994985163,38.24450187956548],[-121.19999994985162,38.24450187956548],[-121.19999994985162,38.32450187956549],[-121.27999994985163,38.32450187956549],[-121.27999994985163,38.24450187956548]]]}"
+734+585,1,38204380639565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.27999994985163,38.164501879565485],[-121.19999994985162,38.164501879565485],[-121.19999994985162,38.24450187956548],[-121.27999994985163,38.24450187956548],[-121.27999994985163,38.164501879565485]]]}"
+734+586,1,38124380639565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.27999994985163,38.08450187956549],[-121.19999994985162,38.08450187956549],[-121.19999994985162,38.164501879565485],[-121.27999994985163,38.164501879565485],[-121.27999994985163,38.08450187956549]]]}"
+734+587,1,38044380639565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.27999994985163,38.00450187956549],[-121.19999994985162,38.00450187956549],[-121.19999994985162,38.08450187956549],[-121.27999994985163,38.08450187956549],[-121.27999994985163,38.00450187956549]]]}"
+734+588,1,37964380639565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.27999994985163,37.92450187956549],[-121.19999994985162,37.92450187956549],[-121.19999994985162,38.00450187956549],[-121.27999994985163,38.00450187956549],[-121.27999994985163,37.92450187956549]]]}"
+734+589,1,37884380639565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.27999994985163,37.844501879565485],[-121.19999994985162,37.844501879565485],[-121.19999994985162,37.92450187956549],[-121.27999994985163,37.92450187956549],[-121.27999994985163,37.844501879565485]]]}"
+734+590,1,37804380639565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.27999994985163,37.764501879565486],[-121.19999994985162,37.764501879565486],[-121.19999994985162,37.844501879565485],[-121.27999994985163,37.844501879565485],[-121.27999994985163,37.764501879565486]]]}"
+734+591,1,37724380639565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.27999994985163,37.68450187956549],[-121.19999994985162,37.68450187956549],[-121.19999994985162,37.764501879565486],[-121.27999994985163,37.764501879565486],[-121.27999994985163,37.68450187956549]]]}"
+734+592,1,37644380639565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.27999994985163,37.60450187956549],[-121.19999994985162,37.60450187956549],[-121.19999994985162,37.68450187956549],[-121.27999994985163,37.68450187956549],[-121.27999994985163,37.60450187956549]]]}"
+734+593,1,37564380639565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.27999994985163,37.524501879565484],[-121.19999994985162,37.524501879565484],[-121.19999994985162,37.60450187956549],[-121.27999994985163,37.60450187956549],[-121.27999994985163,37.524501879565484]]]}"
+735+584,1,38284380719565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.19999994985162,38.24450187956548],[-121.11999994985163,38.24450187956548],[-121.11999994985163,38.32450187956549],[-121.19999994985162,38.32450187956549],[-121.19999994985162,38.24450187956548]]]}"
+735+585,1,38204380719565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.19999994985162,38.164501879565485],[-121.11999994985163,38.164501879565485],[-121.11999994985163,38.24450187956548],[-121.19999994985162,38.24450187956548],[-121.19999994985162,38.164501879565485]]]}"
+735+586,1,38124380719565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.19999994985162,38.08450187956549],[-121.11999994985163,38.08450187956549],[-121.11999994985163,38.164501879565485],[-121.19999994985162,38.164501879565485],[-121.19999994985162,38.08450187956549]]]}"
+735+587,1,38044380719565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.19999994985162,38.00450187956549],[-121.11999994985163,38.00450187956549],[-121.11999994985163,38.08450187956549],[-121.19999994985162,38.08450187956549],[-121.19999994985162,38.00450187956549]]]}"
+735+588,1,37964380719565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.19999994985162,37.92450187956549],[-121.11999994985163,37.92450187956549],[-121.11999994985163,38.00450187956549],[-121.19999994985162,38.00450187956549],[-121.19999994985162,37.92450187956549]]]}"
+735+589,1,37884380719565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.19999994985162,37.844501879565485],[-121.11999994985163,37.844501879565485],[-121.11999994985163,37.92450187956549],[-121.19999994985162,37.92450187956549],[-121.19999994985162,37.844501879565485]]]}"
+735+590,1,37804380719565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.19999994985162,37.764501879565486],[-121.11999994985163,37.764501879565486],[-121.11999994985163,37.844501879565485],[-121.19999994985162,37.844501879565485],[-121.19999994985162,37.764501879565486]]]}"
+735+591,1,37724380719565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.19999994985162,37.68450187956549],[-121.11999994985163,37.68450187956549],[-121.11999994985163,37.764501879565486],[-121.19999994985162,37.764501879565486],[-121.19999994985162,37.68450187956549]]]}"
+735+592,1,37644380719565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.19999994985162,37.60450187956549],[-121.11999994985163,37.60450187956549],[-121.11999994985163,37.68450187956549],[-121.19999994985162,37.68450187956549],[-121.19999994985162,37.60450187956549]]]}"
+735+593,1,37564380719565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.19999994985162,37.524501879565484],[-121.11999994985163,37.524501879565484],[-121.11999994985163,37.60450187956549],[-121.19999994985162,37.60450187956549],[-121.19999994985162,37.524501879565484]]]}"
+735+594,1,37484380719565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.19999994985162,37.444501879565486],[-121.11999994985163,37.444501879565486],[-121.11999994985163,37.524501879565484],[-121.19999994985162,37.524501879565484],[-121.19999994985162,37.444501879565486]]]}"
+736+585,1,38204380799565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.11999994985163,38.164501879565485],[-121.03999994985162,38.164501879565485],[-121.03999994985162,38.24450187956548],[-121.11999994985163,38.24450187956548],[-121.11999994985163,38.164501879565485]]]}"
+736+586,1,38124380799565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.11999994985163,38.08450187956549],[-121.03999994985162,38.08450187956549],[-121.03999994985162,38.164501879565485],[-121.11999994985163,38.164501879565485],[-121.11999994985163,38.08450187956549]]]}"
+736+587,1,38044380799565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.11999994985163,38.00450187956549],[-121.03999994985162,38.00450187956549],[-121.03999994985162,38.08450187956549],[-121.11999994985163,38.08450187956549],[-121.11999994985163,38.00450187956549]]]}"
+736+588,1,37964380799565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.11999994985163,37.92450187956549],[-121.03999994985162,37.92450187956549],[-121.03999994985162,38.00450187956549],[-121.11999994985163,38.00450187956549],[-121.11999994985163,37.92450187956549]]]}"
+736+589,1,37884380799565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.11999994985163,37.844501879565485],[-121.03999994985162,37.844501879565485],[-121.03999994985162,37.92450187956549],[-121.11999994985163,37.92450187956549],[-121.11999994985163,37.844501879565485]]]}"
+736+590,1,37804380799565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.11999994985163,37.764501879565486],[-121.03999994985162,37.764501879565486],[-121.03999994985162,37.844501879565485],[-121.11999994985163,37.844501879565485],[-121.11999994985163,37.764501879565486]]]}"
+736+591,1,37724380799565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.11999994985163,37.68450187956549],[-121.03999994985162,37.68450187956549],[-121.03999994985162,37.764501879565486],[-121.11999994985163,37.764501879565486],[-121.11999994985163,37.68450187956549]]]}"
+736+592,1,37644380799565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.11999994985163,37.60450187956549],[-121.03999994985162,37.60450187956549],[-121.03999994985162,37.68450187956549],[-121.11999994985163,37.68450187956549],[-121.11999994985163,37.60450187956549]]]}"
+736+593,1,37564380799565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.11999994985163,37.524501879565484],[-121.03999994985162,37.524501879565484],[-121.03999994985162,37.60450187956549],[-121.11999994985163,37.60450187956549],[-121.11999994985163,37.524501879565484]]]}"
+736+594,1,37484380799565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.11999994985163,37.444501879565486],[-121.03999994985162,37.444501879565486],[-121.03999994985162,37.524501879565484],[-121.11999994985163,37.524501879565484],[-121.11999994985163,37.444501879565486]]]}"
+736+595,1,37404380799565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.11999994985163,37.36450187956549],[-121.03999994985162,37.36450187956549],[-121.03999994985162,37.444501879565486],[-121.11999994985163,37.444501879565486],[-121.11999994985163,37.36450187956549]]]}"
+736+596,1,37324380799565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.11999994985163,37.28450187956549],[-121.03999994985162,37.28450187956549],[-121.03999994985162,37.36450187956549],[-121.11999994985163,37.36450187956549],[-121.11999994985163,37.28450187956549]]]}"
+737+587,1,38044380879565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.03999994985162,38.00450187956549],[-120.95999994985164,38.00450187956549],[-120.95999994985164,38.08450187956549],[-121.03999994985162,38.08450187956549],[-121.03999994985162,38.00450187956549]]]}"
+737+588,1,37964380879565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.03999994985162,37.92450187956549],[-120.95999994985164,37.92450187956549],[-120.95999994985164,38.00450187956549],[-121.03999994985162,38.00450187956549],[-121.03999994985162,37.92450187956549]]]}"
+737+589,1,37884380879565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.03999994985162,37.844501879565485],[-120.95999994985164,37.844501879565485],[-120.95999994985164,37.92450187956549],[-121.03999994985162,37.92450187956549],[-121.03999994985162,37.844501879565485]]]}"
+737+590,1,37804380879565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.03999994985162,37.764501879565486],[-120.95999994985164,37.764501879565486],[-120.95999994985164,37.844501879565485],[-121.03999994985162,37.844501879565485],[-121.03999994985162,37.764501879565486]]]}"
+737+591,1,37724380879565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.03999994985162,37.68450187956549],[-120.95999994985164,37.68450187956549],[-120.95999994985164,37.764501879565486],[-121.03999994985162,37.764501879565486],[-121.03999994985162,37.68450187956549]]]}"
+737+592,1,37644380879565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.03999994985162,37.60450187956549],[-120.95999994985164,37.60450187956549],[-120.95999994985164,37.68450187956549],[-121.03999994985162,37.68450187956549],[-121.03999994985162,37.60450187956549]]]}"
+737+593,1,37564380879565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.03999994985162,37.524501879565484],[-120.95999994985164,37.524501879565484],[-120.95999994985164,37.60450187956549],[-121.03999994985162,37.60450187956549],[-121.03999994985162,37.524501879565484]]]}"
+737+594,1,37484380879565,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.03999994985162,37.444501879565486],[-120.95999994985164,37.444501879565486],[-120.95999994985164,37.524501879565484],[-121.03999994985162,37.524501879565484],[-121.03999994985162,37.444501879565486]]]}"
